ones,Date,Proton Density,Proton Temperature,Proton Speed,Magnetic Field
1,2002.43926941,8.309,224320.0,491,6.8609
1,2002.43938356,7.117,156850.0,477.98,7.6803
1,2002.43949772,5.066,103950.0,458.35,9.2063
1,2002.43961187,5.068,94813.0,453.67,9.1779
1,2002.43972603,6.171,109590.0,444.14,8.5163
1,2002.43984018,6.356,107470.0,444,8.9155
1,2002.43995434,7.473,109300.0,425.86,9.053
1,2002.44006849,7.621,116280.0,432.88,8.2835
1,2002.44018265,8.715,112000.0,419.14,7.9818
1,2002.4402968,8.869,104840.0,415.64,7.9618
1,2002.44041096,8.385,96473.0,411.25,8.3688
1,2002.44052511,8.236,87998.0,410.1,8.2517
1,2002.44063927,7.324,88148.0,411.58,7.3329
1,2002.44075342,7.018,103830.0,403.41,6.8424
1,2002.44086758,6.55,93444.0,402.65,6.6184
1,2002.44098174,6.193,57512.0,380.13,7.8691
1,2002.44109589,5.599,54018.0,389.04,7.846
1,2002.44121005,5.315,47230.0,380.02,8.0842
1,2002.4413242,6.166,44454.0,376.98,8.2943
1,2002.44143836,6.053,52087.0,371.5,8.3593
1,2002.44155251,6.426,69128.0,367.86,8.23
1,2002.44166667,6.458,88504.0,369.08,7.9007
1,2002.44178082,6.249,70409.0,376.3,7.5614
1,2002.44189498,5.185,38979.0,381.87,7.9771
1,2002.44200913,5.445,67340.0,381.26,7.4301
1,2002.44212329,5.514,73032.0,386.89,7.578
1,2002.44223744,5.048,68829.0,391.81,7.5036
1,2002.4423516,4.744,63343.0,396.37,7.4365
1,2002.44246575,4.587,61503.0,390.8,7.1109
1,2002.44257991,5.137,56403.0,396.43,6.9837
1,2002.44269406,5.375,47310.0,401.53,7.4
1,2002.44280822,5.466,46165.0,407.08,7.3957
1,2002.44292237,4.904,42123.0,400.34,7.653
1,2002.44303653,4.812,43557.0,399.92,7.7053
1,2002.44315068,4.681,47849.0,397.4,7.772
1,2002.44326484,4.595,48772.0,396.7,7.8816
1,2002.443379,4.477,49418.0,375.44,7.823
1,2002.44349315,4.584,52625.0,367.21,8.0013
1,2002.44360731,4.541,48622.0,387.85,8.1011
1,2002.44372146,4.31,46949.0,377.72,8.0702
1,2002.44383562,4.938,47848.0,382.87,7.9923
1,2002.44394977,4.81,46263.0,392.48,8.0338
1,2002.44406393,4.663,41235.0,387.31,7.9595
1,2002.44417808,4.877,33533.0,390.96,7.9944
1,2002.44429224,5,46473.0,370.79,7.8948
1,2002.44440639,5.082,69195.0,366.1,7.5379
1,2002.44452055,6.135,98456.0,365.25,7.3773
1,2002.4446347,6.539,67084.0,372.29,7.1971
1,2002.44474886,5.986,89387.0,376.76,5.7503
1,2002.44486301,5.161,77878.0,372,6.2576
1,2002.44497717,4.88,56234.0,367.87,6.3801
1,2002.44509132,4.402,50992.0,375.09,6.7672
1,2002.44520548,4.243,51862.0,364.84,6.6252
1,2002.44531963,4.849,41110.0,367.29,6.6343
1,2002.44543379,4.431,34488.0,365.49,6.6812
1,2002.44554795,4.293,33772.0,370.18,6.6292
1,2002.4456621,3.84,33365.0,360.92,6.5494
1,2002.44577626,3.896,39996.0,352.16,6.16
1,2002.44589041,3.67,37987.0,350.49,5.9545
1,2002.44600457,4.095,36463.0,352.84,5.8738
1,2002.44611872,4.624,31512.0,349.22,5.8346
1,2002.44623288,,,350.81,5.7358
1,2002.44634703,5.413,35461.0,351.97,5.5711
1,2002.44646119,5.032,33003.0,351.33,6.1525
1,2002.44657534,5.309,44552.0,348.48,5.6691
1,2002.4466895,5.073,36817.0,348.16,5.6731
1,2002.44680365,5.506,30135.0,354.19,5.8684
1,2002.44691781,7.359,23331.0,353.45,6.3118
1,2002.44703196,,,348.69,5.5294
1,2002.44714612,7.326,39953.0,350.11,5.6028
1,2002.44726027,6.79,40117.0,351.01,5.9549
1,2002.44737443,,,347.32,6.9055
1,2002.44748858,5.625,35666.0,354.84,7.3245
1,2002.44760274,6.937,36797.0,361.68,6.9831
1,2002.44771689,7.843,42703.0,366.42,7.2269
1,2002.44783105,7.231,42174.0,366.4,7.1389
1,2002.44794521,7.53,45923.0,362.1,6.7553
1,2002.44805936,6.43,52866.0,364.24,6.0135
1,2002.44817352,6.214,55814.0,369.42,6.0151
1,2002.44828767,6.832,57172.0,368.26,5.5747
1,2002.44840183,6.249,56185.0,369.62,5.7717
1,2002.44851598,6.409,61887.0,364.91,5.1968
1,2002.44863014,6.001,80915.0,361.12,4.3769
1,2002.44874429,6.609,85627.0,361.64,4.6479
1,2002.44885845,5.715,89672.0,361.89,4.0936
1,2002.4489726,5.545,67490.0,366.68,4.5707
1,2002.44908676,5.322,62763.0,365.76,4.6843
1,2002.44920091,5.348,56536.0,368.78,4.8442
1,2002.44931507,5.303,52650.0,370.85,4.9265
1,2002.44942922,4.533,48784.0,367.73,4.8734
1,2002.44954338,4.972,52363.0,367.95,4.4641
1,2002.44965753,4.539,41937.0,362.38,4.7346
1,2002.44977169,4.2,39997.0,362.78,4.8401
1,2002.44988584,4.064,42936.0,359.72,4.7133
1,2002.45,3.973,38270.0,360.25,4.3952
1,2002.45011416,4.479,37009.0,358.36,4.277
1,2002.45022831,3.876,40340.0,357.21,4.8695
1,2002.45034247,4.487,24523.0,351.56,4.7937
1,2002.45045662,4.061,39571.0,356.11,5.2179
1,2002.45057078,4.324,41697.0,350.27,4.949
1,2002.45068493,5.543,27678.0,353.49,5.0312
1,2002.45079909,,,352.32,5.1363
1,2002.45091324,,,348.7,4.9792
1,2002.4510274,,,343.69,4.8811
1,2002.45114155,,,336.53,5.0007
1,2002.45125571,5.269,44957.0,355.19,4.6602
1,2002.45136986,5.318,47454.0,358.63,4.5522
1,2002.45148402,5.584,24870.0,359.2,4.88
1,2002.45159817,5.653,27651.0,358.15,5.1604
1,2002.45171233,6.029,34356.0,358.1,4.5315
1,2002.45182648,5.999,35846.0,358.65,4.6477
1,2002.45194064,6.603,36353.0,362.72,3.8999
1,2002.45205479,6.218,48944.0,359.06,3.4326
1,2002.45216895,6.566,45929.0,356.29,3.6302
1,2002.45228311,,,347.62,4.205
1,2002.45239726,8.321,27832.0,346.8,4.4952
1,2002.45251142,6.807,36365.0,353.52,4.5502
1,2002.45262557,,,346.38,4.3335
1,2002.45273973,,,344.34,4.3031
1,2002.45285388,,,344.23,4.4902
1,2002.45296804,,,341.65,4.567
1,2002.45308219,,,338.76,5.1108
1,2002.45319635,,,334.57,5.4704
1,2002.4533105,,,332.3,4.8875
1,2002.45342466,,,329.36,4.6478
1,2002.45353881,,,328.85,4.4603
1,2002.45365297,,,326.18,4.3731
1,2002.45376712,,,326.15,4.2452
1,2002.45388128,,,327.68,4.6902
1,2002.45399543,,,327.75,4.8236
1,2002.45410959,,,325.87,4.5239
1,2002.45422374,,,329.45,4.1473
1,2002.4543379,,,334.15,3.378
1,2002.45445205,,,336.38,5.7733
1,2002.45456621,,,331.86,7.1577
1,2002.45468037,,,332.09,7.4603
1,2002.45479452,15.967,35509.0,345.79,7.953
1,2002.45490868,,,343.25,8.1012
1,2002.45502283,,,340.77,8.4892
1,2002.45513699,,,341.79,9.7904
1,2002.45525114,31.589,51217.0,350.02,5.9701
1,2002.4553653,17.109,60883.0,351.61,10.5233
1,2002.45547945,14.251,98160.0,372.25,9.5439
1,2002.45559361,12.535,103660.0,395.99,9.7891
1,2002.45570776,12.163,114280.0,393,9.8941
1,2002.45582192,10.888,106550.0,388.04,11.6226
1,2002.45593607,10.408,109090.0,388.45,10.5103
1,2002.45605023,11.941,138350.0,399.08,8.2398
1,2002.45616438,10.305,122970.0,406.27,7.8126
1,2002.45627854,8.886,100970.0,403.57,8.1569
1,2002.45639269,8.909,99331.0,408.9,7.7811
1,2002.45650685,7.995,93830.0,411.81,7.6206
1,2002.456621,7.603,102520.0,419.22,7.7887
1,2002.45673516,6.75,109810.0,415.78,7.8591
1,2002.45684932,6.502,102480.0,412.09,8.8488
1,2002.45696347,7.96,97722.0,399.98,9.3151
1,2002.45707763,8.602,97898.0,392.14,9.6663
1,2002.45719178,9.476,89143.0,384.69,9.7784
1,2002.45730594,9.703,98591.0,379.45,9.4011
1,2002.45742009,9.019,108570.0,377.28,9.1101
1,2002.45753425,8.108,111090.0,374.51,8.29
1,2002.4576484,7.947,103720.0,372.48,8.0433
1,2002.45776256,7.415,80075.0,371.6,7.5662
1,2002.45787671,6.602,69931.0,366.29,7.2365
1,2002.45799087,6.481,59963.0,366.53,6.9333
1,2002.45810502,7.355,64920.0,360.78,6.1963
1,2002.45821918,8.611,42474.0,363.1,5.6792
1,2002.45833333,6.31,53498.0,360.6,6.1204
1,2002.45844749,6.856,57294.0,363.25,5.4284
1,2002.45856163999,7.505,55501.0,361.44,5.6463
1,2002.4586758,8.193,66436.0,362,6.1874
1,2002.45878995,9.197,87442.0,359.68,5.915
1,2002.45890411,,,349.62,5.9778
1,2002.45901826,8.716,57041.0,340.61,6.6866
1,2002.45913242,8.089,43048.0,358.3,7.0326
1,2002.45924658,,,350.74,6.8836
1,2002.45936073,,,341.12,6.0731
1,2002.45947489,,,344.44,5.736
1,2002.45958904,,,336.22,5.6807
1,2002.4597032,,,340.32,5.619
1,2002.45981735,,,343.68,5.7173
1,2002.45993151,,,332.1,6.2746
1,2002.46004566,,,339.05,6.8058
1,2002.46015982,,,342.04,7.4702
1,2002.46027397,,,343.15,7.6018
1,2002.46038813,,,345.47,7.6532
1,2002.46050228,,,340.25,7.4447
1,2002.46061644,,,325.08,7.2178
1,2002.46073059,,,338.59,7.6309
1,2002.46084475,,,339.5,8.0455
1,2002.4609589,,,335.17,7.5748
1,2002.46107306,,,332.95,7.2629
1,2002.46118721,,,345.59,7.5918
1,2002.46130137,,,354.73,9.0306
1,2002.46141553,,,346.25,9.0681
1,2002.46152968,,,345.05,8.88
1,2002.46164384,,,342.31,7.2693
1,2002.46175799,,,348.37,5.9065
1,2002.46187215,,,344.63,7.6744
1,2002.4619863,,,345.03,8.3289
1,2002.46210046,,,346.3,8.9823
1,2002.46221461,,,352.94,9.3581
1,2002.46232877,,,354.1,8.6652
1,2002.46244292,,,347.87,8.8854
1,2002.46255708,11.468,60478.0,349.29,7.7524
1,2002.46267123,13.205,72852.0,349.4,7.1552
1,2002.46278539,19.732,73026.0,370.23,9.8161
1,2002.46289954,22.176,62147.0,384.75,13.2843
1,2002.4630137,29.31,42789.0,386.02,13.2663
1,2002.46312785,30.02,46773.0,397.23,13.1295
1,2002.46324201,22.264,138000.0,413.7,12.744
1,2002.46335616,22.591,154690.0,430.5,10.3669
1,2002.46347032,19.81,163290.0,426.05,10.5031
1,2002.46358447,14.493,132240.0,420.28,13.6833
1,2002.46369863,11.787,165740.0,439.93,14.4004
1,2002.46381279,12.147,223830.0,459.59,11.6452
1,2002.46392694,9.8,277170.0,504.69,10.3314
1,2002.4640411,7.799,248910.0,510.86,11.3886
1,2002.46415525,6.877,240180.0,509.22,11.2278
1,2002.46426941,5.718,187100.0,513.65,11.2046
1,2002.46438355999,5.126,170820.0,509.83,10.755
1,2002.46449772,4.6,149190.0,502.43,10.5763
1,2002.46461187,4.822,179240.0,508.86,9.4733
1,2002.46472603,4.391,173280.0,509.28,9.6494
1,2002.46484018,3.831,150720.0,515.49,9.703
1,2002.46495434,3.188,109710.0,495.9,9.2742
1,2002.46506849,3.399,117570.0,498.18,8.7646
1,2002.46518265,3.659,116500.0,489.45,8.5408
1,2002.4652968,3.464,114460.0,473.41,7.9904
1,2002.46541096,3.656,129610.0,471.21,7.4437
1,2002.46552511,3.725,164710.0,480.93,7.0913
1,2002.46563927,3.992,136600.0,480.05,7.382
1,2002.46575342,3.621,113220.0,481.6,7.4718
1,2002.46586758,3.358,116950.0,485.3,7.4667
1,2002.46598174,3.473,117750.0,477.44,7.421
1,2002.46609589,3.586,125890.0,473.19,7.2269
1,2002.46621005,4.473,155600.0,485.32,6.3277
1,2002.4663242,4.702,165730.0,486.9,6.2653
1,2002.46643836,5.075,168890.0,498.69,6.0119
1,2002.46655251,3.775,152790.0,475.64,6.314
1,2002.46666667,4.186,200010.0,497.74,4.9568
1,2002.46678082,4.094,183640.0,500.14,5.1735
1,2002.46689498,3.705,152860.0,467.5,4.7821
1,2002.46700913,3.82,148940.0,490.86,4.77
1,2002.46712329,3.832,120270.0,486.55,5.2255
1,2002.46723744,3.671,102740.0,517.12,5.3256
1,2002.4673516,3.896,105320.0,497.37,5.0416
1,2002.46746575,3.496,111140.0,469.4,4.7731
1,2002.46757991,3.343,111210.0,462.47,4.8791
1,2002.46769406,3.507,115560.0,458.82,4.5177
1,2002.46780822,3.692,102000.0,449.97,4.5951
1,2002.46792237,3.259,92162.0,457.23,4.6467
1,2002.46803653,3.17,51696.0,453.22,5.2962
1,2002.46815068,3.374,46348.0,459.04,5.496
1,2002.46826484,3.632,47551.0,453.99,5.5682
1,2002.468379,3.542,48131.0,437.89,5.3113
1,2002.46849315,3.617,66085.0,434.58,5.1528
1,2002.46860731,3.444,92954.0,424.85,5.4763
1,2002.46872146,3.406,86642.0,433.32,5.3853
1,2002.46883562,3.336,95422.0,423.52,5.2877
1,2002.46894977,3.354,72958.0,426.25,5.1867
1,2002.46906393,3.901,62392.0,438.48,5.1873
1,2002.46917808,3.473,65669.0,429.35,5.1547
1,2002.46929224,4.502,70831.0,424.82,5.1414
1,2002.46940639,3.647,91875.0,423.91,5.5831
1,2002.46952055,4.216,105230.0,421.5,4.6767
1,2002.4696347,3.835,95329.0,416.78,5.2831
1,2002.46974886,4.99,54005.0,435.95,5.3696
1,2002.46986301,4.129,62940.0,430.76,5.4382
1,2002.46997717,4.378,64577.0,425.94,5.447
1,2002.47009132,4.269,57877.0,439.79,5.6328
1,2002.47020548,3.765,62964.0,427.98,5.5136
1,2002.47031963,3.731,66410.0,420.51,5.2819
1,2002.47043379,3.684,71873.0,419.42,5.3657
1,2002.47054795,4.419,48612.0,434.19,5.7442
1,2002.4706621,4.393,51967.0,437.07,5.7606
1,2002.47077626,3.746,50262.0,427.97,5.6872
1,2002.47089041,3.676,56360.0,416.07,5.5576
1,2002.47100457,5.119,51375.0,425.36,5.7732
1,2002.47111872,3.876,58705.0,426.46,5.7356
1,2002.47123288,4.026,58704.0,413.47,5.7487
1,2002.47134703,4.966,55454.0,424.09,5.8449
1,2002.47146119,4.853,67088.0,414.12,6.081
1,2002.47157534,3.863,79534.0,396.47,6.0428
1,2002.4716895,3.746,80410.0,393.51,5.8879
1,2002.47180365,3.29,86605.0,387.32,5.8828
1,2002.47191781,2.978,88410.0,382.95,5.7539
1,2002.47203196,2.949,98489.0,388.26,5.5502
1,2002.47214612,4.412,59482.0,407.99,5.8075
1,2002.47226027,4.194,77130.0,402.54,5.957
1,2002.47237443,4.848,69178.0,409.39,6.4261
1,2002.47248858,4.533,86512.0,401.06,7.1378
1,2002.47260274,4.915,58888.0,413.9,7.5736
1,2002.47271689,6.041,42979.0,429.38,7.7151
1,2002.47283105,6.942,40424.0,450.28,8.0649
1,2002.47294521,6.434,41757.0,435.67,8.3036
1,2002.47305936,4.929,45578.0,411.6,8.3808
1,2002.47317352,5.216,46357.0,422.07,8.2789
1,2002.47328767,4.476,48938.0,409.52,7.9573
1,2002.47340183,3.924,41340.0,394.53,7.6687
1,2002.47351598,4.143,28322.0,398.22,7.747
1,2002.47363014,3.753,38862.0,396.08,6.9694
1,2002.47374429,4.043,107950.0,396.2,5.7256
1,2002.47385845,4.328,126210.0,394.91,6.365
1,2002.4739726,5.522,144400.0,408.97,6.6097
1,2002.47408676,5.212,178240.0,405.06,6.1869
1,2002.47420091,5.03,170140.0,402.69,6.2201
1,2002.47431507,5.078,170280.0,403.93,6.4627
1,2002.47442922,4.937,152850.0,404,6.5753
1,2002.47454338,5.282,141240.0,421.96,6.6896
1,2002.47465753,5.198,130760.0,425.56,6.6495
1,2002.47477169,4.354,134630.0,401.7,6.4961
1,2002.47488584,3.42,138080.0,404.11,6.8995
1,2002.475,2.593,117310.0,419.96,7.7257
1,2002.47511416,2.205,133560.0,417.18,7.575
1,2002.47522831,2.321,137550.0,425.46,7.4662
1,2002.47534247,2.201,168010.0,434.46,7.4498
1,2002.47545662,2.421,174090.0,443.45,7.7763
1,2002.47557078,2.052,112810.0,424.28,8.1787
1,2002.47568493,2.036,59671.0,427.63,9.079
1,2002.47579909,2.054,50337.0,425.63,9.1957
1,2002.47591324,2.634,44113.0,439.69,9.2851
1,2002.4760274,2.425,96013.0,455.83,8.5905
1,2002.47614155,2.904,133440.0,466.71,8.2923
1,2002.47625571,2.885,186010.0,485.41,7.7813
1,2002.47636986,3.371,144270.0,487.17,7.8514
1,2002.47648402,3.094,129760.0,488.23,8.1847
1,2002.47659817,2.902,114150.0,476.15,7.7498
1,2002.47671233,2.972,91093.0,463.03,7.6422
1,2002.47682648,3.132,117160.0,477.01,7.4773
1,2002.47694064,3.179,141340.0,489.27,7.3622
1,2002.47705479,3.268,153920.0,496.05,7.1105
1,2002.47716895,3.253,131080.0,468.53,7.0399
1,2002.47728311,3.376,144230.0,486.39,7.0115
1,2002.47739726,3.507,153130.0,524.14,7.4244
1,2002.47751142,3.18,137780.0,507.3,7.4158
1,2002.47762557,3.525,136740.0,486.28,7.017
1,2002.47773973,3.379,130820.0,484.66,6.8827
1,2002.47785388,3.35,110690.0,464.2,6.803
1,2002.47796804,3.344,120570.0,461.92,6.6479
1,2002.47808219,3.272,109490.0,455.29,6.6154
1,2002.47819635,2.963,120170.0,455.55,6.4272
1,2002.4783105,3.09,106820.0,445.95,6.6926
1,2002.47842466,2.822,101180.0,452.3,6.9033
1,2002.47853881,3.153,99299.0,454.11,6.8038
1,2002.47865297,3.051,107180.0,459.2,6.8846
1,2002.47876712,3.122,122310.0,472.19,7.1835
1,2002.47888128,3.212,132460.0,472.68,7.1161
1,2002.47899543,3.465,125340.0,470.27,7.3614
1,2002.47910959,3.344,135890.0,478.52,7.2198
1,2002.47922374,3.67,129010.0,464.48,7.2457
1,2002.4793379,4,132490.0,453.31,6.869
1,2002.47945205,3.76,128310.0,462.44,6.7579
1,2002.47956621,3.702,157080.0,476.27,6.4403
1,2002.47968037,4.002,206470.0,492.44,5.3086
1,2002.47979452,3.948,174970.0,488.55,5.9334
1,2002.47990868,3.679,181690.0,468.69,5.5865
1,2002.48002283,3.942,156140.0,467.2,5.4232
1,2002.48013699,4.019,136860.0,464.84,5.539
1,2002.48025114,3.846,133350.0,465.37,5.7094
1,2002.4803653,4.188,129420.0,453.07,5.5388
1,2002.48047945,3.808,126420.0,451.16,5.233
1,2002.48059361,3.597,131620.0,461.14,5.0419
1,2002.48070776,4.734,148500.0,465.2,5.2821
1,2002.48082192,4.369,153280.0,482.75,5.461
1,2002.48093607,4.905,148670.0,478.41,5.029
1,2002.48105023,5.413,143720.0,479.26,5.2613
1,2002.48116438,5.443,144220.0,481.67,4.7308
1,2002.48127854,5.127,143300.0,488.37,5.3205
1,2002.48139269,4.386,118960.0,491.86,5.7684
1,2002.48150685,4.57,112220.0,499.03,5.8923
1,2002.481621,4.887,104560.0,486.51,5.986
1,2002.48173516,4.538,98477.0,484.79,6.2945
1,2002.48184932,4.33,89480.0,490.5,6.5399
1,2002.48196347,4.133,166500.0,485.86,5.3493
1,2002.48207763,3.072,219950.0,476.5,3.7574
1,2002.48219178,2.939,212410.0,473.23,3.3795
1,2002.48230594,2.529,184600.0,470.09,4.1454
1,2002.48242009,2.206,152070.0,458.02,4.2791
1,2002.48253425,1.961,137500.0,456.24,4.2425
1,2002.4826484,2.746,120900.0,458.38,3.5904
1,2002.48276256,2.522,108750.0,460.61,3.6862
1,2002.48287671,2.83,105560.0,459.42,3.139
1,2002.48299087,2.965,95595.0,461.75,2.8368
1,2002.48310502,2.962,98417.0,466.86,3.0851
1,2002.48321918,3.11,86670.0,467.41,3.7751
1,2002.48333333,3.003,75416.0,460.73,
1,2002.48344749,3.863,65132.0,452.02,3.3326
1,2002.48356164,5.121,50447.0,445.66,3.4631
1,2002.4836758,3.707,22475.0,446.56,4.97
1,2002.48378995,4.006,26457.0,439.98,4.9114
1,2002.48390411,3.893,49968.0,429.42,4.305
1,2002.48401826,3.776,54864.0,426.84,4.2223
1,2002.48413242,3.616,41686.0,432.05,4.6355
1,2002.48424658,3.159,35580.0,427.12,4.8034
1,2002.48436073,3.17,35338.0,423.59,4.8647
1,2002.48447489,3.191,45080.0,420.95,4.7257
1,2002.48458904,2.917,64983.0,422.79,4.3109
1,2002.4847032,2.702,69339.0,424.13,4.2708
1,2002.48481735,2.335,98086.0,423.19,3.8062
1,2002.48493151,2.319,107820.0,419.54,3.5238
1,2002.48504566,2.425,96450.0,415.35,3.4667
1,2002.48515982,2.619,99579.0,410.2,3.5643
1,2002.48527397,2.721,78892.0,404.96,3.2542
1,2002.48538813,3.089,64845.0,405.91,2.9693
1,2002.48550228,3.132,67744.0,402.11,3.0076
1,2002.48561644,3.167,63057.0,399.93,3.0374
1,2002.48573059,3.08,61239.0,398.01,3.1445
1,2002.48584475,2.981,59955.0,388.33,2.9978
1,2002.4859589,3.149,61184.0,387.34,2.8498
1,2002.48607306,2.836,51644.0,383.12,3.4005
1,2002.48618721,2.96,48821.0,381.01,3.5381
1,2002.48630137,2.789,43447.0,376.44,3.5477
1,2002.48641553,3.032,39470.0,374.7,3.3902
1,2002.48652968,3.121,37919.0,373.42,3.2782
1,2002.48664384,3.271,37089.0,376.63,3.2862
1,2002.48675799,3.488,36722.0,379.26,3.1307
1,2002.48687215,2.494,27615.0,365.28,3.9562
1,2002.4869863,3.074,27262.0,365.65,3.774
1,2002.48710046,2.725,27376.0,361.41,4.0664
1,2002.48721461,2.665,20394.0,360.39,4.2308
1,2002.48732877,2.832,18933.0,361.81,4.251
1,2002.48744292,3.274,17238.0,359.5,4.3303
1,2002.48755708,3.494,19692.0,356.62,4.2299
1,2002.48767123,3.644,21817.0,353.78,3.8862
1,2002.48778539,3.448,22581.0,350.11,3.8122
1,2002.48789954,3.877,23867.0,349.28,3.8212
1,2002.4880137,4.44,25670.0,336.3,3.9703
1,2002.48812785,3.383,31984.0,336.97,4.0659
1,2002.48824201,4.504,25697.0,347.08,4.4012
1,2002.48835615999,4.83,29536.0,340.48,4.8237
1,2002.48847032,4.218,27481.0,344.73,5.193
1,2002.48858447,5.303,27096.0,349.03,4.9271
1,2002.48869863,5.435,28547.0,351.93,4.8271
1,2002.48881279,5.097,30403.0,344.56,4.8529
1,2002.48892694,5.706,38044.0,337.31,5.0514
1,2002.4890411,,,329.98,5.3293
1,2002.48915525,,,333.83,5.5081
1,2002.48926941,,,328.22,4.9382
1,2002.48938356,,,317.62,4.9778
1,2002.48949772,,,318,5.1984
1,2002.48961187,,,314.46,5.5112
1,2002.48972603,,,324.93,5.173
1,2002.48984018,6.033,43213.0,343.77,5.3451
1,2002.48995434,5.788,48075.0,347.7,4.083
1,2002.49006849,,,342.61,4.5649
1,2002.49018265,,,340.4,4.3946
1,2002.4902968,,,341.36,4.3255
1,2002.49041096,,,338.82,4.3235
1,2002.49052511,,,336.92,4.2618
1,2002.49063927,,,337.38,4.0882
1,2002.49075342,,,342.27,4.2453
1,2002.49086758,,,351.37,5.1919
1,2002.49098174,,,351.83,5.136
1,2002.49109589,,,349.29,5.1845
1,2002.49121005,,,347.13,5.2601
1,2002.4913242,,,347.86,4.8235
1,2002.49143836,3.858,47252.0,348.45,4.3968
1,2002.49155251,,,342.77,4.8756
1,2002.49166667,,,346.57,4.5938
1,2002.49178082,,,335.94,4.761
1,2002.49189498,,,333.45,5.2735
1,2002.49200913,,,334.74,5.5325
1,2002.49212329,,,333.21,5.5712
1,2002.49223744,5.201,45708.0,337.87,5.0069
1,2002.4923516,5.887,38431.0,348,4.663
1,2002.49246575,,,345.03,4.8394
1,2002.49257991,,,336.59,5.1249
1,2002.49269406,7.179,62055.0,341.1,6.3048
1,2002.49280822,6.001,60409.0,362.07,8.5485
1,2002.49292237,6.653,66338.0,368.31,8.0697
1,2002.49303653,6.42,81652.0,374.33,6.9771
1,2002.49315068,8.164,94099.0,387.59,5.253
1,2002.49326484,7.842,119270.0,383.39,4.9072
1,2002.493379,7.146,103730.0,389.21,7.0162
1,2002.49349315,7.524,99367.0,393.74,7.4683
1,2002.49360731,6.525,105020.0,387.31,7.5525
1,2002.49372146,6.599,96635.0,366.95,7.1542
1,2002.49383562,6.79,75942.0,378.84,8.0654
1,2002.49394977,6.49,86395.0,365.06,7.8378
1,2002.49406393,6.512,102290.0,366.5,7.4267
1,2002.49417807999,7.264,105940.0,364.07,7.1732
1,2002.49429224,,,361.65,7.6981
1,2002.49440639,8.963,74113.0,364.36,7.5902
1,2002.49452055,9.435,69952.0,372.73,8.1624
1,2002.4946347,6.92,100340.0,375.5,8.5369
1,2002.49474886,6.934,101500.0,370.76,8.2887
1,2002.49486301,8.047,103220.0,376.89,7.506
1,2002.49497717,9.23,73383.0,377.11,7.1176
1,2002.49509132,,,363.61,7.8786
1,2002.49520548,,,357.01,8.3969
1,2002.49531963,,,350.06,8.9052
1,2002.49543379,11.94,53796.0,376.63,8.5963
1,2002.49554795,10.204,72282.0,361.98,9.0275
1,2002.4956621,,,360.78,10.6784
1,2002.49577626,10.702,81284.0,358.92,9.7999
1,2002.49589041,11.235,98083.0,368.45,9.7678
1,2002.49600457,12.327,142520.0,377.13,9.1371
1,2002.49611872,12.319,149110.0,374.93,9.6779
1,2002.49623288,13.056,121810.0,378.66,9.1322
1,2002.49634703,10.126,124890.0,379.75,9.1215
1,2002.49646119,9.487,109330.0,386.25,10.1726
1,2002.49657534,7.853,127360.0,411.01,11.1356
1,2002.4966895,7.967,166770.0,443.48,10.2129
1,2002.49680365,7.22,174870.0,445.99,9.7447
1,2002.49691781,8.004,130020.0,424.95,10.1348
1,2002.49703196,9.348,205420.0,467.36,5.8689
1,2002.49714612,8.554,192690.0,470.3,5.6161
1,2002.49726027,7.46,169560.0,453.59,7.5026
1,2002.49737443,7.404,132200.0,420.82,8.2904
1,2002.49748858,7.831,125930.0,430.18,8.1531
1,2002.49760274,7.795,123490.0,428.1,8.2995
1,2002.49771689,7.43,119300.0,426.22,6.8804
1,2002.49783105,7.332,109300.0,446.96,7.3852
1,2002.49794521,7.377,151550.0,467.42,5.5013
1,2002.49805936,6.531,97627.0,464.9,6.237
1,2002.49817352,6.351,102790.0,459.16,5.0724
1,2002.49828767,5.298,99862.0,460.35,3.99
1,2002.49840183,5.25,93432.0,461.49,4.4595
1,2002.49851598,5.144,76998.0,458.4,4.7759
1,2002.49863014,5.434,75554.0,455.49,3.6478
1,2002.49874429,5.135,86338.0,446.14,2.8405
1,2002.49885845,4.922,103830.0,448.05,2.9065
1,2002.4989726,5.139,97517.0,434.45,3.0229
1,2002.49908676,4.906,63779.0,431.85,3.8811
1,2002.49920091,4.468,72032.0,432.97,3.6278
1,2002.49931507,4.783,65742.0,425.94,3.9064
1,2002.49942922,4.953,74837.0,401.95,3.0339
1,2002.49954338,4.029,66097.0,389.86,4.1979
1,2002.49965753,4.205,89646.0,395.27,3.7415
1,2002.49977169,4.537,84507.0,395.85,3.6727
1,2002.49988584,4.895,71073.0,392.06,3.0977
1,2002.5,4.845,41206.0,396.32,3.7103
1,2002.50011416,5.183,49954.0,400.67,3.2997
1,2002.50022831,5.033,70654.0,395.31,2.6662
1,2002.50034247,5.529,58807.0,390.93,3.4457
1,2002.50045662,5.288,86716.0,381.62,4.1594
1,2002.50057078,4.62,71881.0,385.82,4.3222
1,2002.50068493,4.39,55395.0,387.99,4.2919
1,2002.50079909,5.837,41038.0,395.58,3.5821
1,2002.50091324,5.836,35449.0,387.23,3.9843
1,2002.5010274,5.571,38314.0,389.57,4.0528
1,2002.50114155,5.742,35823.0,386.97,4.1663
1,2002.50125571,5.646,34192.0,386.39,4.345
